集团名称,成员名称,成员类型
红桥区实验小学教育集团,求真小学,
红桥区实验小学教育集团,红桥区丁字沽小学,
天津师范学校附属小学教育集团,天津师范学校附属小学,
天津师范学校附属小学教育集团,天津师范学校和苑附属小学等,
文昌教育集团,红桥区文昌宫民族小学,
文昌教育集团,红桥区中心小学,
文昌教育集团,红桥区西站小学,
天津市第三中学教育集团,天津市第三中学,
天津市第三中学教育集团,红桥区桃花园小学,
天津市第三中学教育集团,红桥区清源道小学,
天津市第五中学教育集团,天津市第五中学,
天津市第五中学教育集团,天津市红桥小学,
天津市第五中学教育集团,红桥区洪湖里小学,
天津市民族中学教育集团,天津市民族中学,
天津市民族中学教育集团,红桥区跃进里小学,
天津市民族中学教育集团,红桥区邵公庄小学,
