集团名称,集团类型,主管机构_省级,主管机构_市级,牵头单位,成员名称,成员类型,成员数据来源,链接
三新学校教育集团,基础教育,上海市,,,上海市松江区车墩学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区华阳桥学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区小昆山学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海外国语大学松江外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市三新学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区张泽学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区车墩学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区华阳桥学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区小昆山学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海外国语大学松江外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市三新学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区张泽学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区车墩学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区华阳桥学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海市松江区小昆山学校,,,https://zhuanlan.zhihu.com/p/276343574
三新学校教育集团,基础教育,上海市,,,上海外国语大学松江外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区教师进修学院附属实验中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区奉城二中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区洪庙中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区邬桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区实验中学集团,基础教育,上海市,,,上海市奉贤区金汇学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区汇贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区古华中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区肖塘中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区头桥中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区金水苑中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区青村中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区汇贤中学集团,基础教育,上海市,,,上海市奉贤区奉浦中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区育秀实验学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区钱桥学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区光明学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区西渡学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区肇文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区育秀实验学校集团,基础教育,上海市,,,上海市奉贤区少体校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区青溪中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区四团中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区塘外中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区尚同中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区青溪中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区四团中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区塘外中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区尚同中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区青溪中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区四团中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区塘外中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区尚同中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区青溪中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区四团中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区塘外中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区青溪中学集团,基础教育,上海市,,,上海市奉贤区尚同中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区弘文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区平安学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区邵厂学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区五四学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区柘林学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区弘文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区平安学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区邵厂学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区五四学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区柘林学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区弘文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区平安学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区邵厂学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区五四学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区柘林学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区弘文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区平安学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区邵厂学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区五四学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区柘林学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区弘文学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区平安学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区邵厂学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区五四学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤区弘文学校集团,基础教育,上海市,,,上海市奉贤区柘林学校,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区奉贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区曙光中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区致远高中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区奉贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区曙光中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区致远高中,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区奉贤中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区曙光中学,,,https://zhuanlan.zhihu.com/p/276343574
奉贤中学集团,基础教育,上海市,,,上海市奉贤区致远高中,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市蒙山中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市朱行中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市亭新中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市金卫中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市蒙山中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市朱行中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市亭新中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市金卫中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市蒙山中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市朱行中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市亭新中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市金卫中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市蒙山中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市朱行中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市亭新中学,,,https://zhuanlan.zhihu.com/p/276343574
蒙山教育集团,基础教育,上海市,,,上海市金卫中学,,,https://zhuanlan.zhihu.com/p/276343574
金中教育集团,基础教育,上海市,,,上海市金山中学,,,https://zhuanlan.zhihu.com/p/276343574
金中教育集团,基础教育,上海市,,,上海市西林中学,,,https://zhuanlan.zhihu.com/p/276343574
金中教育集团,基础教育,上海市,,,上海市金山中学,,,https://zhuanlan.zhihu.com/p/276343574
金中教育集团,基础教育,上海市,,,上海市西林中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市罗星中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市松隐中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市吕港中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市张堰二中,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市罗星中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市松隐中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市吕港中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市张堰二中,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市罗星中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市松隐中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市吕港中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市张堰二中,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市罗星中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市松隐中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市吕港中学,,,https://zhuanlan.zhihu.com/p/276343574
罗星教育集团,基础教育,上海市,,,上海市张堰二中,,,https://zhuanlan.zhihu.com/p/276343574
枫泾中学教育集团,基础教育,上海市,,,上海市枫泾中学,,,https://zhuanlan.zhihu.com/p/276343574
枫泾中学教育集团,基础教育,上海市,,,上海市兴塔中学,,,https://zhuanlan.zhihu.com/p/276343574
枫泾中学教育集团,基础教育,上海市,,,上海市枫泾中学,,,https://zhuanlan.zhihu.com/p/276343574
枫泾中学教育集团,基础教育,上海市,,,上海市兴塔中学,,,https://zhuanlan.zhihu.com/p/276343574
天津外国语大学教育集团,基础教育,天津市,,,天津外国语大学附属外国语学校,,官网,http://tfsueg.tjfsu.edu.cn/jtjs.htm
天津外国语大学教育集团,基础教育,天津市,,,天津外国语大学附属滨海外国语学校,,官网,http://tfsueg.tjfsu.edu.cn/jtjs.htm
天津外国语大学教育集团,基础教育,天津市,,,天津外国语大学附属北辰光华外国语学校,,官网,http://tfsueg.tjfsu.edu.cn/jtjs.htm
