学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质,985工程_加入时间,985工程_入选批次,985工程_共建部门,985工程_期数,985工程_协议签署时间,985工程_实力梯队,双一流建设,双一流建设_第一轮,双一流建设_第一轮_类别,双一流建设_第二轮,双一流建设_第二轮_学科名单,骨干高职,骨干高职_重点建设专业,示范性高职,示范性高职_重点建设专业,教育部直属,中央部委直属,强基计划,双高计划,学校类别,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程,预算总收入（亿元，2022年）,本年度收入（亿元，2022年）,财政拨款数（亿元，2022年）,财政拨款占比（2022年）,人工补全记录
和田师范专科学校,4165010765.0,新疆维吾尔自治区,新疆维吾尔自治区,和田地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1938.0,新疆维吾尔自治区和田市北京西路169号,http://www.htnc.edu.cn/,和田师专,,1674.0,0.0,0.0,,,,,
新疆农业职业技术学院,4165010995.0,新疆维吾尔自治区,新疆维吾尔自治区,昌吉回族自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,园艺技术、食品加工技术 、种子生产与经营 、畜牧兽医,0.0,0.0,0.0,1.0,农林类,1958.0,新疆维吾尔自治区昌吉市文化东路29号,http://www.xjnzy.edu.cn/,新疆农职院,,10817.0,0.0,0.0,,,,,
乌鲁木齐职业大学,4165011565.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,工艺品设计与制作、印刷技术、会展策划与管理、物流管理,0.0,,0.0,0.0,0.0,0.0,综合类,1985.0,"老校区：新疆维吾尔自治区乌鲁木齐市幸福路723号,新校区：新疆维吾尔自治区乌鲁木齐市头屯河区祥云中街566号",http://www.uvu.edu.cn/,乌职大,,2110.0,0.0,0.0,,,,,
新疆维吾尔医学专科学校,4165011818.0,新疆维吾尔自治区,新疆维吾尔自治区,和田地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1989.0,新疆维吾尔自治区和田市北京西路370号,,新疆医专,,2762.0,0.0,0.0,,,,,
克拉玛依职业技术学院,4165012482.0,新疆维吾尔自治区,新疆维吾尔自治区,克拉玛依市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,石油化工生产技术、钻井技术、油气开采技术、油气储运技术、化工设备维修技术,0.0,0.0,0.0,0.0,理工类,1956.0,"克拉玛依校区：新疆维吾尔自治区克拉玛依市克拉玛依区安定路355号,独山子校区：新疆维吾尔自治区克拉玛依市独山子北京路10号",https://www.kzjsxy.edu.cn/,克职院,,8223.0,0.0,0.0,,,,,
新疆机电职业技术学院,4165012513.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,新疆乌鲁木齐市经济技术开发区(头屯河区)艾丁湖路1350号,https://www.xjie.edu.cn/,,新疆煤矿学校,1929.6,0.0,0.0,,,,,LJJ_20221213
新疆轻工职业技术学院,4165012514.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,食品加工技术、应用化工技术、生产过程自动化技术,0.0,,0.0,0.0,0.0,1.0,理工类,1958.0,新疆维吾尔自治区乌鲁木齐市米东区米东南路西四巷1147号,https://www.xjqg.edu.cn/xjqg/xjqg1/index.php,新疆轻工业职业技术学院,,2200.0,0.0,0.0,,,,,
新疆能源职业技术学院,4165012570.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,乌鲁木齐市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2005.0,新疆维吾尔自治区乌鲁木齐达坂城区洛宾路8号,http://www.xjnyedu.com,,,1000.0,0.0,0.0,,,,,
昌吉职业技术学院,4165012838.0,新疆维吾尔自治区,新疆维吾尔自治区,昌吉回族自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2001.0,新疆维吾尔自治区昌吉回族自治州高新技术开发区兴业大道8号,http://www.cjpt.edu.cn/,,,981.0,0.0,0.0,,,,,
伊犁职业技术学院,4165012975.0,新疆维吾尔自治区,新疆维吾尔自治区,伊犁哈萨克自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,2002.0,新疆维吾尔自治区伊犁哈萨克自治州伊宁市胜利街179号,,,,547.0,0.0,0.0,,,,,
阿克苏职业技术学院,4165013093.0,新疆维吾尔自治区,新疆维吾尔自治区,阿克苏地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,新疆维吾尔自治区阿克苏地区温宿县温宿镇学府路041号,http://www.akszy.edu.cn/,阿克苏学院,,1162.0,0.0,0.0,,,,,
巴音郭楞职业技术学院,4165013094.0,新疆维吾尔自治区,新疆维吾尔自治区,巴音郭楞蒙古自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2002.0,新疆维吾尔自治区库尔勒经济技术开发区,http://www.xjbyxy.cn,巴音职院,,1200.0,0.0,0.0,,,,,
新疆建设职业技术学院,4165013562.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2002.0,"主校区：新疆维吾尔自治区乌鲁木齐市西八家户路528号,城建校区：新疆维吾尔自治区乌鲁木齐市杭州西街272号,建材校区:新疆维吾尔自治区乌鲁木齐市河滩北路863号",http://www.xjjsxy.net/,新疆建设学院,,232.0,0.0,0.0,,,,,
新疆现代职业技术学院,4165013726.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,乌鲁木齐市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1995.0,新疆维吾尔自治区乌鲁木齐市头屯河区祥云街大学城,,,,124.0,0.0,0.0,,,,,
新疆交通职业技术学院,4165013926.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1953.0,新疆维吾尔自治区乌鲁木齐市米东区永顺街478号,http://www.xjjtedu.com,"新交职院,XJCP",,859.0,0.0,0.0,,,,,
新疆石河子职业技术学院,4165013956.0,新疆生产建设兵团,新疆维吾尔自治区,石河子市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,—,0.0,0.0,0.0,0.0,理工类,2004.0,新疆维吾尔自治区石河子市北五路185号（石河子经济技术开发区）,http://www.shzv.edu.cn,,,915.0,0.0,0.0,,,,,
新疆职业大学,4165014138.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1962.0,新疆维吾尔自治区乌鲁木齐市北京北路1075号,https://www.xjvu.edu.cn/,新职大,,180.0,0.0,0.0,,,,,
新疆体育职业技术学院,4165014416.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,2011.0,新疆维吾尔自治区乌鲁木齐市天山区明华街41号,,,,184.0,0.0,0.0,,,,,
新疆应用职业技术学院,4165014417.0,新疆维吾尔自治区,新疆维吾尔自治区,伊犁哈萨克自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2012.0,新疆维吾尔自治区伊犁哈萨克自治州北京西路62号,http://www.xjyyedu.cn/,,,1401.0,0.0,0.0,,,,,
新疆师范高等专科学校,4165014421.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1978.0,新疆维吾尔自治区乌鲁木齐市光明路333号,https://www.xjei.edu.cn/,,新疆教育学院,1200.0,0.0,0.0,,,,,
新疆铁道职业技术学院,4165014489.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1985.0,"乌鲁木齐校区：新疆维吾尔自治区乌鲁木齐市新市区北京中路233号,哈密校区：新疆维吾尔自治区哈密市西郊火石泉车站南侧",http://www.xjtzy.net/,新铁职院,,940.0,0.0,0.0,,,,,
新疆生产建设兵团兴新职业技术学院,4165014523.0,新疆生产建设兵团,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1980.0,新疆维吾尔自治区铁门关市敬业大街2号,http://btc.edu.cn/,兵团职院,,1134.0,0.0,0.0,,,,,
哈密职业技术学院,4165014524.0,新疆维吾尔自治区,新疆维吾尔自治区,哈密市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1959.0,新疆维吾尔族自治区哈密市八一路,https://www.hmzyedu.cn/home/index.html,哈密职院,,441.0,0.0,0.0,,,,,
新疆科技职业技术学院,4165014525.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,五家渠市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2014.0,新疆维吾尔自治区五家渠市猛进南路980号,http://www.xjkjzyjsxy.com/,新疆科技职院,,504.0,0.0,0.0,,,,,
吐鲁番职业技术学院,4165014585.0,新疆维吾尔自治区,新疆维吾尔自治区,吐鲁番市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2016.0,新疆维吾尔族自治区吐鲁番市高昌区库木塔格路168号,http://www.tlfzj.com,吐鲁番职业学院,,1800.0,0.0,0.0,,,,,
博尔塔拉职业技术学院,4165014622.0,新疆维吾尔自治区,新疆维吾尔自治区,博尔塔拉蒙古自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2017.0,新疆维吾尔自治区博乐市赛里木湖路14号,http://www.betltc.cn,博职院,,985.0,0.0,0.0,,,,,
和田职业技术学院,4165014652.0,新疆维吾尔自治区,新疆维吾尔自治区,和田地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2017.0,新疆维吾尔自治区和田市北京工业园区京怀大道10号,,,,1141.0,0.0,0.0,,,,,
石河子工程职业技术学院,4165014661.0,新疆生产建设兵团,新疆维吾尔自治区,石河子市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1976.0,新疆维吾尔自治区石河子市北工业园区北十二路,https://www.shzvce.cn/,,,555.0,0.0,0.0,,,,,
喀什职业技术学院,4165014677.0,新疆维吾尔自治区,新疆维吾尔自治区,喀什地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2019.0,新疆维吾尔自治区喀什地区疏附县吾库萨克镇广州新城花城大道048号,,,,1103.0,0.0,0.0,,,,,
克孜勒苏职业技术学院,4165014678.0,新疆维吾尔自治区,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市轻工业园区创业大道东16院,,,,1026.0,0.0,0.0,,,,,
新疆科信职业技术学院,4165014679.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,乌鲁木齐市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2016.0,新疆维吾尔自治区乌鲁木齐市沙依巴克区西山大学城沙枣路1号,http://www.kxedu.net/,,,700.0,0.0,0.0,,,,,
阿勒泰职业技术学院,4165014680.0,新疆维吾尔自治区,新疆维吾尔自治区,阿勒泰地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2019.0,新疆维吾尔自治区阿勒泰市迎宾路106号,https://www.altzyxy.com/,,,210.0,0.0,0.0,,,,,
塔城职业技术学院,4165014740.0,新疆维吾尔自治区,新疆维吾尔自治区,塔城地区,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2020.0,新疆维吾尔自治区伊犁哈萨克自治州塔城,,,,0.0,0.0,0.0,,,,,
塔里木职业技术学院,4165014741.0,新疆生产建设兵团,新疆维吾尔自治区,阿拉尔市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2020.0,新疆维吾尔自治区生产建设兵团第一师阿拉尔市秋收大道667号,https://www.tlmzy.com/,,,1069.0,0.0,0.0,,,,,
新疆工业职业技术学院,4265051060.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,新疆维吾尔族自治区乌鲁木齐市经济技术开发区（头屯河区）头屯河公路555号,,新疆工职院,,208.0,0.0,0.0,,,,,
铁门关职业技术学院,4165014660.0,新疆生产建设兵团,新疆维吾尔自治区,铁门关市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2018.0,"铁门关校区：新疆维吾尔自治区铁门关市迎宾大道,巴州校区：新疆维吾尔自治区巴州库尔勒市万艺南路2599号",http://tmgxy.edu.cn/index.htm,,,840.0,0.0,0.0,,,,,
北京市海淀区职工大学,4211050001.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,北京市海淀区北四环中路271号,https://www.zgcxy.bjedu.cn/,中关村学院,,103.0,0.0,0.0,,,,,LJJ_20221213
北京市东城区职工业余大学,4211050002.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1980.0,,,,北京市东城区职工业余大学,,0.0,0.0,,,,,LJJ_20221213
北京市崇文区职工大学,4211050004.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,,,,,,0.0,0.0,,,,,LJJ_20221213
北京宣武红旗业余大学,4211050005.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,,http://www.hqdx.com/main,,,,0.0,0.0,,,,,LJJ_20221213
北京市石景山区业余大学,4211050006.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1981.0,,http://www.sjsyd.com.cn/,,,,0.0,0.0,,,,,LJJ_20221213
北京市朝阳区职工大学,4211050007.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1981.0,北京市朝阳区和平里南口砖角楼北里5号,https://www.bjccc.com/#/,,,,0.0,0.0,,,,,LJJ_20221213
北京医药职工大学,4211050018.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,北京医药集团职工大学,,0.0,0.0,,,,,LJJ_20221213
北京市总工会职工大学,4211050025.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1949.0,北京市西城区陶然亭路53号,,,,,0.0,0.0,,,,,LJJ_20221213
中央党校继续教育学院,4211050038.0,中共中央党校,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,LJJ_20221213
中国记协职工新闻学院,4211050043.0,中华全国新闻工作者协会,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1984.0,北京市西城区西交民巷50号中国记协后院,,,,,0.0,0.0,,,,,LJJ_20221213
中南海业余大学,4211050044.0,中共中央办公厅,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1992.0,,,,,,0.0,0.0,,,,,LJJ_20221213
北京教育学院,4211050061.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1953.0,北京市西城区德胜门外黄寺大街什坊街2号,https://www.bjie.ac.cn/,,,79.2,0.0,0.0,,,,,LJJ_20221213
北京开放大学,4211051160.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1960.0,北京市海淀区皂君庙甲4号,https://www.bjou.edu.cn/,北开,北京广播电视大学,,0.0,0.0,,,,,LJJ_20221213
国家开放大学,4211051161.0,教育部,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,,1978.0,北京市海淀区复兴路75号,http://www.ouchn.edu.cn/,国开大、OUC,中央广播电视大学,200.0,0.0,0.0,,,,,LJJ_20221213
民航管理干部学院,4211051167.0,交通运输部,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1982.0,北京市朝阳区花家地东路3号(100102),https://www.camic.cn/home,民干院,,652.0,0.0,0.0,,,,,LJJ_20221213
北京市丰台区职工大学,4211051624.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1984.0,,,,,35.0,0.0,0.0,,,,,LJJ_20221213
北京市西城经济科学大学,4211051626.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2000.0,北京市西城区西直门内南草场街22号,https://www.xcjkd.org.cn/homepage/index.do,,,,0.0,0.0,,,,,LJJ_20221213
北京市农工商联合总公司职工大学,4211051630.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1983.0,,,,,,0.0,0.0,,,,,LJJ_20221213
公安部管理干部学院,4211051643.0,公安部,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,LJJ_20221213
国家法官学院,4211051651.0,最高人民法院,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1997.0,北京市丰台区南四环西路111号,http://njc.gjfgxy.cn/index.shtml,,,326.0,0.0,0.0,,,,,LJJ_20221213
华北电业联合职工大学,4211051800.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1987.0,,,,,,0.0,0.0,,,,,LJJ_20221213
首都联合职工大学,4211051837.0,北京市,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1988.0,北京市朝阳区水岸南街1号院,http://www.sdld.cn/,,,,0.0,0.0,,,,,LJJ_20221213
国家检察官学院,4211051898.0,最高人民检察院,北京市,北京市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1991.0,北京市昌平区百沙路9号,http://www.jcgxy.org/,,中央检察官管理学院,380.0,0.0,0.0,,,,,LJJ_20221213
天津市和平区新华职工大学,4212050063.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,天津市和平区鞍山道129号,http://xhzd.edu-dc.cn/xxgk/xxjj.htm,,,,0.0,0.0,,,,,LJJ_20221213
天津市河西区职工大学,4212050064.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1960.0,天津市河西区徽州道31号,http://www.tjhxzd.com.cn/,,,6.72,0.0,0.0,,,,,LJJ_20221213
天津市河东区职工大学,4212050065.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,河东区业余大学,,0.0,0.0,,,,,LJJ_20221213
天津市红桥区职工大学,4212050066.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,红桥区丁字沽三号路,,,,,0.0,0.0,,,,,LJJ_20221213
天津市南开区职工大学,4212050068.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,,,,,150.0,0.0,0.0,,,,,LJJ_20221213
天津市建筑工程职工大学,4212050070.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,天津市河西区气象台路93号,http://tjjgzd.com.cn/stuWeb/index.html,,,,0.0,0.0,,,,,LJJ_20221213
天津市职工经济技术大学,4212050073.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,,,,,59.2,0.0,0.0,,,,,LJJ_20221213
天津市渤海化工职工学院,4212050095.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,LJJ_20221213
天津市管理干部学院,4212050121.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1983.0,,,,,,0.0,0.0,,,,,LJJ_20221213
天津开放大学,4212051171.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,天津市南开区迎水道1号,http://www.tjrtvu.edu.cn/,,,870.0,0.0,0.0,,,,,LJJ_20221213
天津市政法管理干部学院,4212051175.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,LJJ_20221213
天津市工会管理干部学院,4212051176.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1985.0,天津市西青区西青道274号,,,,,0.0,0.0,,,,,LJJ_20221213
天津市房地产局职工大学,4212051659.0,天津市,天津市,天津市,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1985.0,,,,,,0.0,0.0,,,,,LJJ_20221213
河北开放大学,4213051177.0,河北省,河北省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2020.0,石家庄市合作路460号(南校区),http://www.hebnetu.edu.cn/,,,,0.0,0.0,,,,,LJJ_20221213
石家庄职工大学,4213051180.0,河北省,河北省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1984.0,河北省石家庄市胜利北大街491号,http://www.sjzzd.net/,,,,0.0,0.0,,,,,LJJ_20221213
海关管理干部学院,4231051332.0,海关总署,河北省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1984.0,秦皇岛市河北大街西段89号,http://www.cacaqhd.cn/,,,,0.0,0.0,,,,,LJJ_20221213
河北管理干部学院,4213051723.0,河北省,河北省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1949.0,河北省石家庄市长安区学府路9号,,,,,0.0,0.0,,,,,LJJ_20221213
河北青年管理干部学院,4213051802.0,河北省,河北省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1950.0,河北省石家庄市槐中路 417号,https://www.hbqgy.cn/,河北青干院,,0.0,0.0,0.0,,,,,
太原化学工业集团有限公司职工大学,4214050162.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1996.0,,,,,,0.0,0.0,,,,,LJJ_20221213
山西机电职工学院,4214050163.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1978.0,,,,,,0.0,0.0,,,,,LJJ_20221213
太原钢铁(集团)有限公司职工钢铁学院,4214050164.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1958.0,,,,,,0.0,0.0,,,,,LJJ_20221213
山西煤炭职工联合大学,4214050167.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1991.0,,,,,187.0,0.0,0.0,,,,,LJJ_20221213
山西兵器工业职工大学,4214050169.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1991.0,,,,,,0.0,0.0,,,,,LJJ_20221213
山西省职工工艺美术学院,4214050175.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1979.0,,,,,,0.0,0.0,,,,,LJJ_20221213
山西省吕梁市教育学院,4214050197.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1983.0,,,,,,0.0,0.0,,,,,LJJ_20221213
山西开放大学,4214051187.0,山西省,山西省,,成人,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1979.0,太原市千峰北路109号,https://www.sxou.cn/,,,,0.0,0.0,,,,,LJJ_20221213
