学校名称,办学层次,学校性质,学校类别,主管部门,所在省份,所在城市,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程
阳泉职业技术学院,专科（高职）,公办,综合类,山西省,山西,阳泉市,2014,山西省阳泉市漾泉大街9号,http://www.yqzyjsxy.cn/,阳泉职院,,500,2,2
海南健康管理职业技术学院,专科（高职）,民办,医药类,海南省教育厅,海南,海口市,2016,海南省澄迈县文化北路1号,http://www.hainhmc.edu.cn,海南健管职院,,800,2,2
云南财经职业学院,专科（高职）,公办,财经类,云南省,云南,昆明市,1934,云南省昆明市五华区龙泉路408号,http://www.ynczy.edu.cn,云南财职院,,253,2,2
深圳技术大学,普通本科,公办,理工类,广东省,广东,深圳市,2016,广东省深圳市坪山区兰田路3002号,https://www.sztu.edu.cn/,SZTU,深圳技术大学（筹）,394,2,2
闽江师范高等专科学校,专科（高职）,公办,师范类,福建省,福建,福州市,1903,"旗山校区：福建省福州市上街大学城学府南路1号,仓山校区：福建省福州市仓山区城门镇城山100号",http://www.fzmjtc.cn/,闽江师专,,1174,2,2
吕梁职业技术学院,专科（高职）,公办,综合类,山西省,山西,吕梁市,2013,山西省孝义市湖滨路,https://www.llzy.edu.cn/,吕梁职院,,540,2,2
茅台学院,普通本科,民办,理工类,贵州省教育厅,贵州,遵义市,2017,贵州省仁怀市鲁班大道,https://www.mtxy.edu.cn/,,,1076,2,2
武汉铁路桥梁职业学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1973,湖北省武汉市经济技术开发区（汉南区）东荆街马影河大道66号,http://www.qlxyedu.com,,,341,2,2
兰州现代职业学院,专科（高职）,公办,综合类,甘肃省,甘肃,兰州市,2016,甘肃省兰州新区职教园区（兰州新区九龙江街500号）,https://www.lzmvc.edu.cn/,兰州现代学院,,2700,2,2
贵州电子科技职业学院,专科（高职）,公办,理工类,贵州省,贵州,安顺市,2016,贵州省贵州贵安新区马场科技新城龙潭路1号,http://www.gzdzxy.cn,,,870,2,2
武汉光谷职业学院,专科（高职）,民办,综合类,湖北省教育厅,湖北,武汉市,2016,湖北省武汉市江夏区栗庙路6号,http://www.whggvc.net,,,600,2,2
甘肃财贸职业学院,专科（高职）,公办,财经类,甘肃省,甘肃,兰州市,2016,甘肃省兰州新区职教园区海河街766号,https://www.gscmxy.edu.cn/,,,1200,2,2
临夏现代职业学院,专科（高职）,公办,综合类,甘肃省,甘肃,临夏回族自治州,1958,甘肃省临夏市北滨河东路50号,http://www.lxxdzy.com,,,541,2,2
平凉职业技术学院,专科（高职）,公办,综合类,甘肃省,甘肃,平凉市,2016,甘肃省平凉市崆峒区泾河南路16号,http://www.plvtc.cn/,,,600,2,2
太原幼儿师范高等专科学校,专科（高职）,公办,师范类,山西省,山西,太原市,2018,"徐沟校区：山西省太原市清徐县徐沟镇清东路西北坊段888号,兴华校区：山西省太原市兴华街67号",http://youshi.utb2013.com/index.php?a=lists&catid=40,太原幼专,,367,2,2
湘中幼儿师范高等专科学校,专科（高职）,公办,师范类,湖南省,湖南,邵阳市,2017,湖南省邵阳市大祥区学院南路,https://www.xzyesf.cn/,湘中幼专,,657,2,2
贵州电子商务职业技术学院,专科（高职）,公办,综合类,贵州省,贵州,贵阳市,2016,贵州省贵阳市清镇市职教城乡愁大道,http://www.gzdsxy.org.cn,,,471,2,2
贵州护理职业技术学院,专科（高职）,公办,医药类,贵州省,贵州,黔南布依族苗族自治州,2017,"主校区：贵州省黔南布依族苗族自治州贵定县盘江镇,金海校区:贵州省贵阳市花溪区大职路花溪校区",http://www.gznvc.com/,,,619,2,2
贵州食品工程职业学院,专科（高职）,公办,综合类,贵州省,贵州,贵阳市,1953,贵州省贵阳市清镇市职教城双桥路236号,http://www.gzspzy.cn/,,,614,2,2
贵州装备制造职业学院,专科（高职）,公办,理工类,贵州省,贵州,贵阳市,2017,贵州省贵阳市清镇市职教城时光校区将军石路1号,http://www.gzzbzy.cn/,,,500,2,2
黔南民族幼儿师范高等专科学校,专科（高职）,公办,师范类,贵州省,贵州,黔南布依族苗族自治州,1952,贵州省贵定县金南社区利民路48号,http://www.qnyzh.cn,黔南幼专,,823,2,2
贵州经贸职业技术学院,专科（高职）,公办,财经类,贵州省,贵州,黔南布依族苗族自治州,2017,贵州省黔南布依族苗族自治州都匀市绿茵湖产业园区,http://www.gzjmzy.cn,,,1000,2,2
新疆工业职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,乌鲁木齐市,1958,新疆维吾尔族自治区乌鲁木齐市经济技术开发区（头屯河区）头屯河公路555号,,新疆工职院,,208,2,2
毕节工业职业技术学院,专科（高职）,公办,理工类,贵州省,贵州,毕节市,2018,贵州省毕节市金海湖新区职教城,http://www.bjgzy.cn/,,,0,2,2
毕节幼儿师范高等专科学校,专科（高职）,公办,师范类,贵州省,贵州,毕节市,1916,贵州省毕节市金海湖新区职教城,http://www.gzbjyz.com/,毕节幼师,,530,2,2
贵州健康职业学院,专科（高职）,公办,医药类,贵州省,贵州,铜仁市,2017,贵州省铜仁市川硐教育园区,http://www.gzjkzy.edu.cn/,贵州健康职业学院,,895,2,2
六盘水幼儿师范高等专科学校,专科（高职）,公办,师范类,贵州省,贵州,六盘水市,2019,贵州省六盘水市水城县双水街道办事处以朵大道160号,http://lpsyz.cn/toFrontEndPage.htm?str=frontEndMain,六盘水幼专,,934,2,2
重庆护理职业学院,专科（高职）,民办,医药类,重庆市教委,重庆,重庆市,2016,重庆市璧山区来凤街道解放东路600号,http://www.cqnvc.com/,,,288,2,2
中国石油大学（北京）克拉玛依校区,普通本科,公办,理工类,教育部,新疆,克拉玛依市,2015,新疆维吾尔自治区克拉玛依市安定路355号,https://www.cupk.edu.cn/,"石油大学克拉玛依校区,石油大学克拉玛依,中石油克拉玛依",,7900,2,1
青海柴达木职业技术学院,专科（高职）,公办,综合类,青海省,青海,海西蒙古族藏族自治州,2014,青海省海西州德林哈市都兰西路32号,http://www.qhcdmzy.com.cn,,,900,2,2
青海高等职业技术学院,专科（高职）,公办,综合类,青海省,青海,海东市,2014,青海省海东市乐都区七里店,http://www.qhvtc.edu.cn/,,,600,2,2
西宁城市职业技术学院,专科（高职）,公办,综合类,青海省,青海,西宁市,2016,青海省西宁市城北区宁张路295号,http://www.xncy.edu.cn/default.html,西宁城院,,392,2,2
哈密职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,哈密市,1959,新疆维吾尔族自治区哈密市八一路,https://www.hmzyedu.cn/home/index.html,哈密职院,,441,2,2
吐鲁番职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,吐鲁番市,2016,新疆维吾尔族自治区吐鲁番市高昌区库木塔格路168号,http://www.tlfzj.com,吐鲁番职业学院,,1800,2,2
博尔塔拉职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,博尔塔拉蒙古自治州,2017,新疆维吾尔自治区博乐市赛里木湖路14号,http://www.betltc.cn,博职院,,985,2,2
新疆生产建设兵团兴新职业技术学院,专科（高职）,公办,综合类,新疆生产建设兵团,新疆,乌鲁木齐市,1980,新疆维吾尔自治区铁门关市敬业大街2号,http://btc.edu.cn/,兵团职院,,1134,2,2
昭通卫生职业学院,专科（高职）,公办,医药类,云南省,云南,昭通市,1957,云南省昭通市昭阳区职教园区,http://www.ztwzy.cn/,,,800,2,2
云南交通运输职业学院,专科（高职）,公办,综合类,云南省,云南,昆明市,2017,云南省昆明市安宁市宁湖西路8号,http://www.ynvct.com/,,,1705,2,2
昆明铁道职业技术学院,专科（高职）,公办,理工类,云南省,云南,昆明市,1958,云南省昆明市经济技术开发区小石坝,http://www.kmtdzy.com/,KRVTC,,300,2,2
大理护理职业学院,专科（高职）,公办,医药类,云南省,云南,大理白族自治州,2016,云南省大理市海东镇蔚文街3号,http://www.dlhlzyxy.com/,,,462,2,2
云南水利水电职业学院,专科（高职）,公办,理工类,云南省,云南,昆明市,2016,云南省昆明市富民县永定街道办事处二环西路与昆禄路交叉口,http://www.ynszy.net/,云南水职院,,700,2,2
广西安全工程职业技术学院,专科（高职）,公办,其他,广西壮族自治区,广西,南宁市,2017,广西壮族自治区南宁市武鸣区南宁教育园区东片区上河路9号,https://www.gxaqzy.cn/,,,1060,2,2
广东江门中医药职业学院,专科（高职）,公办,医药类,广东省,广东,江门市,1984,广东省江门市龙湾路4号,http://www.gdjmcmc.edu.cn/,,,946,2,2
惠州工程职业学院,专科（高职）,公办,理工类,广东省,广东,惠州市,2016,"汤泉校区：广东省惠州市汤泉金泉路300号,西湖校区：广东省惠州惠城区丰山一路四",https://www.hzevc.edu.cn/,,,711,2,2
宜春幼儿师范高等专科学校,专科（高职）,公办,师范类,江西省,江西,宜春市,1906,江西省宜春市袁州区锦绣大道1699号,https://www.gacycu.cn/,宜春幼专,,1019,2,2
长春师范高等专科学校,专科（高职）,公办,师范类,吉林省,吉林,长春市,1962,吉林省长春市农安经济开发区（合隆镇）长隆大街2015-1号,http://www.ccsfgz.com,"长师高专,长春师专",,357,2,2
吉林水利电力职业学院,专科（高职）,公办,综合类,吉林省,吉林,长春市,2016,吉林省长春市净月区聚业大街6566号,https://www.jlsy.edu.cn/,吉林水电学院,,300,2,2
天津体育职业学院,专科（高职）,公办,体育类,天津市,天津,天津市,2016,天津市静海区团泊新城西区团泊大道西侧、北华路北侧,http://www.tjvcs.cn,天体职院,,312,2,2
天津滨海汽车工程职业学院,专科（高职）,民办,理工类,天津市教委,天津,天津市,2017,天津市津南区葛沽镇创新二路36号,http://www.tqzyxy.com,天汽职院,,405,2,2
石家庄城市经济职业学院,专科（高职）,民办,综合类,河北省教育厅,河北,石家庄市,2001,河北省石家庄市经济技术开发区岗上文明路12号,http://www.sjzcsjjxy.com,,,500,2,2
河北省艺术职业学院,其他,公办,艺术类,河北省教育厅,河北,石家庄市,1955,河北省石家庄市长安区青园街149号,http://www.hebart.com,"省艺校,冀艺院,河艺",,435.00,2,2
唐山幼儿师范高等专科学校,专科（高职）,公办,师范类,河北省,河北,唐山市,1910,河北省唐山市滦县滦州古城学府路3号,https://www.tsyzh.edu.cn,唐山幼专,,300,2,2
辽宁税务高等专科学校,专科（高职）,公办,财经类,辽宁省,辽宁,大连市,1984,辽宁省大连市沙河口区数码路41号,http://www.dltaxedu.com/index.html,,,180,2,2
吉林职业技术学院,专科（高职）,民办,综合类,吉林省教育厅,吉林,延边朝鲜族自治州,2015,吉林省延边朝鲜族自治州龙井市学府路739,http://www.jlhtedu.com,吉职,,922,2,2
上海公安学院,普通本科,公办,政法类,上海市,上海,上海市,1949,上海市浦东新区崇景路100号,https://www.shpc.edu.cn/gaxy/,公安学院,,721,2,2
南京审计大学金审学院,普通本科,民办,财经类,江苏省教育厅,江苏,南京市,2002,江苏省南京市仙林大学城仙林大道100号,http://www.naujsc.edu.cn/,"南审金审,金审学院,NAU-JSC",,517,2,2
昆山杜克大学,普通本科,中外合作办学,综合类,江苏省教育厅,江苏,苏州市,2012,江苏省昆山市杜克大道8号,https://dukekunshan.edu.cn/zh,DKU,,1200,2,2
盐城幼儿师范高等专科学校,专科（高职）,公办,师范类,江苏省,江苏,盐城市,1920,"江苏省盐城市高职园区学海路28号（南校）,江苏省盐城市高职园区海洋路28号（北校）",http://www.yyz.edu.cn/,盐幼专,,1103,2,2
苏州幼儿师范高等专科学校,专科（高职）,公办,师范类,江苏省,江苏,苏州市,1976,江苏省苏州市相城区华元路2号,http://www.szys.net,苏州幼高专,,370,2,2
扬州中瑞酒店职业学院,专科（高职）,民办,财经类,江苏省教育厅,江苏,扬州市,2013,江苏省扬州市邗江区文汇西路608号,http://www.yhiedu.cn/,,,220,2,2
江苏城乡建设职业学院,专科（高职）,公办,理工类,江苏省,江苏,常州市,1986,江苏省常州市殷村职教园和裕路1号,http://www.jscc.edu.cn/,江苏城建职院,,813,2,2
江苏航空职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,镇江市,2016,江苏省镇江市新区瑞城路88号,http://www.jatc.edu.cn/,江苏航院,,700,2,2
江苏安全技术职业学院,专科（高职）,公办,理工类,江苏省,江苏,徐州市,1978,"云龙校区：江苏省徐州市云龙区铜山路381号,贾汪校区：江苏省徐州市贾汪区育才路1号",http://www.jscst.edu.cn/,苏安院,,538,2,2
江苏旅游职业学院,专科（高职）,公办,其他,江苏省,江苏,扬州市,1959,江苏省扬州市毓秀路88号,http://www.jstc.edu.cn/,江苏旅院,,1175,2,2
浙江安防职业技术学院,专科（高职）,公办,其他,浙江省,浙江,温州市,2013,浙江省温州市瓯海区瓯海大道2555号,https://www.zjcst.edu.cn/,,,1000,2,2
浙江舟山群岛新区旅游与健康职业学院,专科（高职）,公办,其他,浙江省,浙江,舟山市,2015,浙江省舟山市普陀区朱家尖街道学院路99号,http://www.zsthc.com/,浙江健康学院,,250,2,2
泉州工程职业技术学院,专科（高职）,民办,理工类,福建省教育厅,福建,泉州市,2014,福建省泉州市南安科技教育园区彬星988号,http://www.qzgcu.com,,,350,2,2
上饶幼儿师范高等专科学校,专科（高职）,公办,师范类,江西省,江西,上饶市,1939,江西省上饶市信州区志敏大道397号,http://srygz.com/,上饶幼专,,810,2,2
抚州幼儿师范高等专科学校,专科（高职）,公办,师范类,江西省,江西,抚州市,1977,江西省抚州市王安石大道99号,http://www.fzpec.cn/,,,945,2,2
江西管理职业学院,专科（高职）,公办,综合类,江西省,江西,南昌市,1981,江西省南昌市经济技术开发区,,,,640,2,2
赣南卫生健康职业学院,专科（高职）,公办,医药类,江西省,江西,赣州市,2016,江西省赣州市蓉江新区高校园区,http://www.gnhvc.edu.cn/,赣南卫职院,,840,2,2
山东特殊教育职业学院,专科（高职）,公办,师范类,山东省,山东,济南市,1989,山东省济南市市中区南辛庄西路326号,http://www.sdse.cn/,山东特教学院,,553,2,2
日照航海工程职业学院,专科（高职）,民办,其他,山东省教育厅,山东,日照市,2017,山东省日照市山海路369号,http://www.rzmevc.com/,日照航院,,1200,2,2
河南林业职业学院,专科（高职）,公办,农林类,河南省,河南,洛阳市,1951,河南省洛阳市中州东路2号,https://www.hnfvc.edu.cn/,,,340,2,2
濮阳医学高等专科学校,专科（高职）,公办,医药类,河南省,河南,濮阳市,2017,河南省濮阳市城乡一体化示范区文岩街与商鞅路交叉口东160米路北,http://www.pymc.edu.cn,濮阳医专,,685,2,2
河南轻工职业学院,专科（高职）,公办,理工类,河南省,河南,郑州市,2017,河南省郑州市嵩山南路426号,http://www.henlivtc.com/,,,266,2,2
驻马店幼儿师范高等专科学校,专科（高职）,公办,师范类,河南省,河南,驻马店市,2017,河南省驻马店市盘龙山路2658号,http://zyz.edu.cn/,驻马店幼专,,375,2,2
信阳航空职业学院,专科（高职）,民办,其他,河南省教育厅,河南,信阳市,2018,河南省信阳市平桥区震雷山风景区（震雷山商业街路口500米）,http://www.xyhkxy.com/,信阳航职院,,1500,2,2
河南物流职业学院,专科（高职）,公办,理工类,河南省,河南,郑州市,2017,"北校区：河南省郑州市黄河大桥北中州大道与郑焦晋（原焦）高速交叉口西侧,南校区：河南省郑州市金水区优胜北路3号",http://www.hnwlxy.edu.cn/,,,700,2,2
郑州财税金融职业学院,专科（高职）,公办,财经类,河南省,河南,郑州市,1968,河南省郑州市郑尉路18号,http://www.zzcsjr.edu.cn,郑财院,,301,2,2
三门峡社会管理职业学院,专科（高职）,公办,其他,河南省,河南,三门峡市,2017,河南省三门峡市城乡一体化示范区学府路,http://www.smxcsa.com/,,,627,2,2
河南测绘职业学院,专科（高职）,公办,理工类,河南省,河南,郑州市,2017,河南省郑州市郑东新区白沙园区工贸路30号,http://www.hnchxy.cn/,河测院,,102,2,2
鹤壁能源化工职业学院,专科（高职）,民办,理工类,河南省教育厅,河南,鹤壁市,2010,河南省鹤壁市淇滨区闽江路东段职教园区,http://www.hbnyhgzyxy.com/,鹤壁能化职院,,362,2,2
郑州卫生健康职业学院,专科（高职）,公办,医药类,河南省,河南,郑州市,2018,河南省郑州市荥阳市京襄路69号,http://www.zzhvc.com/,郑州市卫生学校,,632,2,2
河南地矿职业学院,专科（高职）,公办,其他,河南省,河南,郑州市,2018,河南省郑州市白沙园区郑开大道与永继路交叉口向北1000米,http://www.hagmc.edu.cn/,,,387,2,2
湖北幼儿师范高等专科学校,专科（高职）,公办,师范类,湖北省,湖北,武汉市,1903,"汤逊湖校区：湖北省武汉市江夏庙山开发区华泰路95号,葛店校区：湖北省鄂州市葛店经济开发区高新东路特1号",http://www.hbyzedu.cn,湖北幼专,湖北幼儿师范高等专科学校（湖北省幼儿教师培训中心）,700,2,2
湖北铁道运输职业学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1972,湖北省武汉市洪山区狮子山街钢狮咀1号,https://www.hcrt.edu.cn/,湖铁职院,,180,2,2
武汉海事职业学院,专科（高职）,公办,其他,湖北省,湖北,武汉市,1985,湖北省武汉市汉口北经济开发区十里棚特1号,http://www.whmvc.net,武汉海院,,700,2,2
长江艺术工程职业学院,专科（高职）,民办,综合类,湖北省教育厅,湖北,荆州市,2002,"老校区：湖北省荆州市沙市区北京东路特1号,新校区：湖北省荆州市文旅区育才东路",http://www.cjchuanxi.com/,长江艺术工程,,1000,2,2
荆门职业学院,专科（高职）,公办,综合类,湖北省,湖北,荆门市,2016,湖北省荆门市掇刀区军马场路3号,http://www.jmzyxy.net.cn/,荆门职院,,800,2,2
株洲师范高等专科学校,专科（高职）,公办,师范类,湖南省,湖南,株洲市,1958,湖南省株洲市云龙示范区智慧路89号,https://www.zzyesf.net/,,,348,2,2
湖南吉利汽车职业技术学院,专科（高职）,民办,理工类,湖南省教育厅,湖南,湘潭市,2012,湖南省湘潭市九华经济区船形山路3号,http://www.hngeelyedu.cn/,湖南吉利汽车职院,,1000,2,2
湘南幼儿师范高等专科学校,专科（高职）,公办,师范类,湖南省,湖南,郴州市,2014,湖南省郴州市南岭大道180号,http://www.xnyesz.com,湘南幼专,,330,2,2
湖南劳动人事职业学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,1987,湖南省长沙市经济技术开发区星沙产业基地开元东路1319号,http://www.hnlrzy.cn/,湘人职院,,435,2,2
玉柴职业技术学院,专科（高职）,民办,其他,广西壮族自治区教育厅,广西,玉林市,2016,广西壮族自治区玉林市玉柴工业园区,http://yczyxy-edu.cn/,玉柴学院,,230,2,2
广西蓝天航空职业学院,专科（高职）,民办,其他,广西壮族自治区教育厅,广西,来宾市,2016,广西壮族自治区来宾市兴宾区铁北大道968号,http://www.gxltu.edu.cn/,蓝天航空职院,,600,2,2
四川应用技术职业学院,专科（高职）,民办,综合类,四川省教育厅,四川,凉山彝族自治州,2015,四川省西昌市教育卫生园区,https://www.scasc.cn/,川应技职院,,400,2,2
西昌民族幼儿师范高等专科学校,专科（高职）,公办,师范类,四川省,四川,凉山彝族自治州,2018,四川省西昌市安宁镇园丁路1号,http://www.xcmzyz.com/,西昌民族幼专,,338,2,2
眉山药科职业学院,专科（高职）,民办,医药类,四川省教育厅,四川,眉山市,2018,四川省眉山市丹棱县葡园路79号,https://www.msykxy.cn/,眉药职院,,1000,2,2
天府新区信息职业学院,专科（高职）,民办,综合类,四川省教育厅,四川,眉山市,2018,四川省天府新区视高经济开发区大学城路286号,http://www.tficedu.com/,天府信息职院,,618,2,2
德阳城市轨道交通职业学院,专科（高职）,民办,理工类,四川省教育厅,四川,德阳市,2018,四川省德阳什邡市北京大道京什西路南段196号,http://www.dcurt.cn/,德阳城轨职院,,804,2,2
德阳科贸职业学院,专科（高职）,民办,财经类,四川省教育厅,四川,德阳市,2018,四川省广汉市三星堆大道东段122号,http://www.dvctt.com/,德阳科贸,,600,2,2
江阳城建职业学院,专科（高职）,民办,理工类,四川省教育厅,四川,泸州市,2018,四川省泸州市龙马潭区九狮路二段,http://www.jyccc.cn/,江阳城建职院,,1000,2,2
天府新区航空旅游职业学院,专科（高职）,民办,其他,四川省教育厅,四川,眉山市,2018,四川省天府新区剑南大道南延线航空大道中段168号,http://www.tfhk.edu.cn/,天府航旅职院,,300,2,2
天府新区通用航空职业学院,专科（高职）,民办,理工类,四川省教育厅,四川,眉山市,2018,四川省眉山市仁寿县天府大道南三段50号,http://ausedu.cn/,天府通航学院,,1100,2,2
阿坝职业学院,专科（高职）,公办,综合类,四川省,四川,阿坝藏族羌族自治州,2018,四川省阿坝州茂县凤仪大道248号,http://www.abzyxy.cn/,,,396,2,2
四川体育职业学院,专科（高职）,公办,体育类,四川省,四川,成都市,1981,四川省成都市武侯区太平寺路8号,https://www.scsc.edu.cn/,四川体育职院,,1006,2,2
云南轻纺职业学院,专科（高职）,公办,理工类,云南省,云南,昆明市,2017,云南省昆明市安宁职业教育基地宁泊路54号,http://www.ynqfzyxy.cn/,,,431,2,2
云南特殊教育职业学院,专科（高职）,公办,其他,云南省,云南,昆明市,2017,"呈贡吴家营校区：云南省昆明市呈贡大学城吴家营街道万峰街1606号,西山棕树营校区：云南省昆明市西山区近华浦路和顺巷",http://www.yntjzy.cn/,云特职院,,151,2,2
云南工贸职业技术学院,专科（高职）,公办,综合类,云南省,云南,昆明市,2017,云南省昆明安宁市昆畹中路23号,http://www.ynit.edu.cn/,,,1168,2,2
西藏农牧学院,普通本科,公办,农林类,西藏自治区,西藏,林芝市,1972,西藏自治区林芝市巴宜区育才西路100号,http://www.xza.edu.cn/,西藏农院,,1270,2,2
新疆科技职业技术学院,专科（高职）,民办,理工类,新疆维吾尔自治区教育厅,新疆,自治区直辖县级行政区划,2014,新疆维吾尔自治区五家渠市猛进南路980号,http://www.xjkjzyjsxy.com/,新疆科技职院,,504,2,2
宁夏幼儿师范高等专科学校,专科（高职）,公办,师范类,宁夏回族自治区,宁夏,银川市,1975,宁夏回族自治区银川市兴庆区滨河新区国际科教城,http://www.nxpec.edu.cn,宁夏幼专,,516,2,2
宁夏艺术职业学院,专科（高职）,公办,艺术类,宁夏回族自治区,宁夏,银川市,1979,宁夏回族自治区银川市西夏区同心北路666号,http://www.nxyszyxy.com/,宁夏艺校,,220,2,2
宁夏体育职业学院,专科（高职）,公办,体育类,宁夏回族自治区,宁夏,银川市,2017,宁夏回族自治区银川市西夏区学院东路360号,https://www.nxtzy.com.cn/,,,450,2,2
云南医药健康职业学院,专科（高职）,民办,医药类,云南省教育厅,云南,昆明市,2018,云南省昆明市五华区海屯路296号,http://www.ynmhc.com,,,268,2,2
贵州航空职业技术学院,专科（高职）,公办,理工类,贵州省,贵州,贵阳市,2016,贵州省贵阳市花溪区小孟工业园航空南路,https://www.gzhkzy.cn/,贵州航空职院,,800,2,2
辽宁生态工程职业学院,专科（高职）,公办,综合类,辽宁省,辽宁,沈阳市,1951,"南校区：辽宁省沈阳市苏家屯区枫杨路186号,北校区：辽宁省沈阳市沈北新区虎石台街道建设南一路10号",http://www.lnstzy.cn/,,辽宁林业职业技术学院,716,2,2
桂林生命与健康职业技术学院,专科（高职）,民办,医药类,广西壮族自治区教育厅,广西,桂林市,2018,广西省桂林市秀峰区中隐西路1号,http://www.glhic.com,桂林健康职院,,1000,2,2
承德应用技术职业学院,专科（高职）,公办,其他,河北省,河北,承德市,2018,河北省承德市高新区冯营子镇砖瓦窑村,https://www.cdct.edu.cn/,承德应职院,,626,2,2
哈尔滨北方航空职业技术学院,专科（高职）,民办,理工类,黑龙江省教育厅,黑龙江,哈尔滨市,1985,黑龙江省哈尔滨市阿城区河东街道继水路1号,https://www.habeihang.com/,哈北航职院,,465,2,2
广元中核职业技术学院,专科（高职）,民办,理工类,四川省教育厅,四川,广元市,2019,四川省广元市利州区清江大道广元中核职业技术学院,http://www.nivtc.com,,,300,2,2
南昌大学抚州医学院,普通本科,公办,医药类,南昌大学,江西,抚州市,1978,江西省抚州市东临路9号,http://www.ncufz.cn/,南大抚医,,790,2,2
郑州西亚斯学院,普通本科,民办,综合类,河南省教育厅,河南,郑州市,1998,河南省郑州新郑市人民路东段168号,http://www.sias.edu.cn,"西亚斯学院,西亚斯,郑州大学西亚斯国际学院",,2400,2,2
石河子工程职业技术学院,专科（高职）,公办,综合类,新疆生产建设兵团,新疆,自治区直辖县级行政区划,1976,新疆维吾尔自治区石河子市北工业园区北十二路,https://www.shzvce.cn/,,,555,2,2
复旦大学上海医学院,普通本科,公办,医药类,复旦大学,上海,上海市,1927,上海市医学院路138号,http://shmc.fudan.edu.cn/,,"上海医科大学,复旦大学医学院",0,1,1
中国消防救援学院,普通本科,公办,军事类,应急管理部,北京,北京市,2018,北京市昌平区南雁路4号,https://www.cfri.edu.cn,,,1100,2,2
浙江大学医学院,普通本科,公办,医药类,浙江大学,浙江,杭州市,1912,浙江省杭州市余杭塘路866号,http://www.cmm.zju.edu.cn/,,,0,1,1
萍乡卫生职业学院,专科（高职）,公办,医药类,江西省,江西,萍乡市,2018,江西省萍乡市安源区武功山中大道333号,http://www.pxhvc.com/,萍乡卫职院,,800,2,2
江西婺源茶业职业学院,专科（高职）,公办,其他,江西省,江西,上饶市,1973,江西省上饶市婺源县思口路88号,http://www.jxtvc.com/,江西茶职院,,0,2,2
赣州职业技术学院,专科（高职）,公办,综合类,江西省,江西,赣州市,2019,江西省赣州市经济技术开发区赣州新能源汽车科技城内,https://www.gzpt.edu.cn/,,,800,2,2
达州中医药职业学院,专科（高职）,公办,医药类,四川省,四川,达州市,2019,四川省达州市通川区职教园区,http://www.dzcmc.com/,,,885,2,2
内江卫生与健康职业学院,专科（高职）,公办,医药类,四川省,四川,内江市,2019,四川省内江市东兴区汉安大道东四段368号,http://www.njnhvc.edu.cn/,内江卫康职院,,443,2,2
南充科技职业学院,专科（高职）,民办,综合类,四川省教育厅,四川,南充市,2019,四川省南充市多扶工业园区西南大道3号,http://www.nstc.edu.cn/,南充科技职院,,1502,2,2
资阳环境科技职业学院,专科（高职）,民办,理工类,四川省教育厅,四川,资阳市,2018,四川省资阳市雁江区大学路1号,http://www.sczest.cn/,,,1200,2,2
云南理工职业学院,专科（高职）,民办,理工类,云南省教育厅,云南,昆明市,2019,云南省昆明市安宁职教园区麒麟路19号,https://www.ynlg.com/,,,533,2,2
喀什职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,喀什地区,2019,新疆维吾尔自治区喀什地区疏附县吾库萨克镇广州新城花城大道048号,,,,1103,2,2
资阳口腔职业学院,专科（高职）,民办,医药类,四川省教育厅,四川,资阳市,2019,四川省资阳市高新区外环路西三段1666号,https://www.zykqxy.com/,,,600,2,2
西安健康工程职业学院,专科（高职）,民办,综合类,陕西省教育厅,陕西,西安市,1999,陕西省西安市高新区草堂街道草堂北路1号,http://www.xajkgc.cn/,,西安东方亚太职业技术学院,580,2,2
中国人民武装警察部队特种警察学院,普通本科,公办,军事类,,北京,北京市,1982,,,,中国人民武装警察部队特种警察学校,200,2,2
大同师范高等专科学校,专科（高职）,公办,师范类,山西省,山西,大同市,1913,山西省大同市同泉路1081号,,大同师专,,487,2,2
广东茂名农林科技职业学院,专科（高职）,公办,农林类,广东省,广东,茂名市,2016,广东省茂名市西城西路9号,http://www.gdafc.edu.cn/,广茂农科,,439,2,2
和田职业技术学院,专科（高职）,公办,综合类,新疆维吾尔自治区,新疆,和田地区,2017,新疆维吾尔自治区和田市北京工业园区京怀大道10号,,,,1141,2,2
铁门关职业技术学院,专科（高职）,公办,理工类,新疆生产建设兵团,新疆,乌鲁木齐市,2018,"铁门关校区：新疆维吾尔自治区铁门关市迎宾大道,巴州校区：新疆维吾尔自治区巴州库尔勒市万艺南路2599号",http://tmgxy.edu.cn/index.htm,,,840,2,2
昆明幼儿师范高等专科学校,专科（高职）,公办,师范类,云南省,云南,昆明市,2018,云南省昆明市滇中新区嵩明职教园区文汇路4号,http://www.kmyesf.cn/,,,525,2,2
