学校名称,办学层次,学校性质,学校类别,主管部门,所在省份,所在城市,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程
北京工业大学,普通本科,公办,理工类,北京市,北京,北京市,1960,"平乐园校区：北京市朝阳区平乐园100号,通州校区：北京市通州区潞苑南大街89号",http://www.bjut.edu.cn/,"bjut,北工大,北京工业",,1440,2,1
北京大学,普通本科,公办,综合类,教育部,北京,北京市,1898,北京市海淀区颐和园路5号,https://www.pku.edu.cn//,"pku,北大",,7000,1,1
内蒙古大学,普通本科,公办,综合类,内蒙古自治区,内蒙古,呼和浩特市,1957,"北校区：内蒙古自治区呼和浩特市赛罕区大学西街235号,南校区：内蒙古自治区呼和浩特市玉泉区昭君路24号,满洲里校区：内蒙古自治区满洲里市华埠大街1号",http://www.imu.edu.cn/,内大,,4101,2,1
大连海事大学,普通本科,公办,理工类,交通运输部,辽宁,大连市,1909,辽宁省大连市凌海路1号,https://www.dlmu.edu.cn/,"大连海事,DMU,大连海大",大连海运学院,2040,2,1
哈尔滨工业大学,普通本科,公办,理工类,工业和信息化部,黑龙江,哈尔滨市,1920,黑龙江省哈尔滨市南岗区西大直街92号,http://www.hit.edu.cn,"哈尔滨工大,hit,哈工大",,5212,1,1
云南大学,普通本科,公办,综合类,云南省,云南,昆明市,1922,"东陆校区：云南省昆明市翠湖北路2号,呈贡校区：云南省昆明市呈贡区大学城东外环南路",http://www.ynu.edu.cn/,云大,,4367,2,1
长安大学,普通本科,公办,理工类,教育部,陕西,西安市,1951,"北校区：陕西省西安市未央区尚苑路,南校区：陕西省西安市南二环路中段",http://www.chd.edu.cn/,,,3745,2,1
西北大学,普通本科,公办,综合类,陕西省,陕西,西安市,1902,"长安校区：陕西省西安市长安区郭杜教育科技产业区学府大道1号,太白校区：陕西省西安市太白北路229号,桃园校区：陕西省西安市高新四路155号",http://www.nwu.edu.cn/,NWU,国立西北大学,2360,2,1
北京交通大学,普通本科,公办,理工类,教育部,北京,北京市,1896,北京市海淀区西直门外上园村3号,https://www.bjtu.edu.cn/,"北京交大,BJTU,北交大,北交",,1000,2,1
北京外国语大学,普通本科,公办,语言类,教育部,北京,北京市,1941,北京市海淀区西三环北路2号,http://www.bfsu.edu.cn/,"北京外国语学院,北外,BFSU",,770,2,1
中央音乐学院,普通本科,公办,艺术类,教育部,北京,北京市,1949,北京市西城区鲍家街43号,http://www.ccom.edu.cn/,"央音,CCOM",,82,2,1
河北工业大学,普通本科,公办,理工类,河北省,天津,天津市,1903,天津市北辰区西平道5340号,http://www.hebut.edu.cn/,"河北工大,河工大,HEBUT",,4000,2,1
武汉大学,普通本科,公办,综合类,教育部,湖北,武汉市,1893,湖北省武汉市武昌区八一路299号,http://www.whu.edu.cn/,"武大,WHU",,5195,1,1
北京林业大学,普通本科,公办,农林类,教育部,北京,北京市,1952,北京市海淀区清华东路35号,http://www.bjfu.edu.cn/,北林,,13176,2,1
湖南大学,普通本科,公办,综合类,教育部,湖南,长沙市,1926,湖南省长沙市岳麓区麓山南路麓山门,http://www.hnu.edu.cn/,"hnu,湖大",,3615,1,1
中央民族大学,普通本科,公办,民族类,国家民委,北京,北京市,1941,北京市海淀区中关村南大街27号,https://www.muc.edu.cn/,中央民大,,570,1,1
中国人民大学,普通本科,公办,综合类,教育部,北京,北京市,1937,北京市海淀区中关村大街59号,https://www.ruc.edu.cn,"人民大学,人大",,7500,1,1
北京航空航天大学,普通本科,公办,理工类,工业和信息化部,北京,北京市,1952,"学院路校区：北京市海淀区学院路37号,沙河校区：北京市昌平区沙河高教园区",https://www.buaa.edu.cn/,"北京航天航空大学,中国航空航天大学,北航,BUAA",,3000,1,1
北京邮电大学,普通本科,公办,理工类,教育部,北京,北京市,1955,北京市西土城路10号,http://www.bupt.edu.cn,"bupt,北邮",北京邮电学院,693,2,1
北京中医药大学,普通本科,公办,医药类,教育部,北京,北京市,1956,北京市朝阳区北三环东路11号,http://www.bucm.edu.cn/,"北京中医,北中医",,1625,2,1
辽宁大学,普通本科,公办,综合类,辽宁省,辽宁,沈阳市,1948,"沈阳崇山校区：辽宁省沈阳市皇姑区崇山中路66号,沈阳蒲河校区：辽宁省沈阳市沈北新区道义南大街58号",http://www.lnu.edu.cn,"lnu,辽大",,2222,2,1
西南交通大学,普通本科,公办,理工类,教育部,四川,成都市,1896,"犀浦校区：四川省成都市郫都区犀安路999号,九里校区：四川省成都市二环路北一段111号,峨眉校区：四川省峨眉山市景区路二段6号",http://www.swjtu.edu.cn/,"西南交大,SWJTU",,5000,2,1
北京师范大学,普通本科,公办,师范类,教育部,北京,北京市,1902,北京市新街口外大街19号,http://www.bnu.edu.cn,"bnu,北师大,北师",,1191,1,1
对外经济贸易大学,普通本科,公办,财经类,教育部,北京,北京市,1951,北京市朝阳区惠新东街10号,http://www.uibe.edu.cn/,"uibe,贸大,对外经贸大学",,513,2,1
河北大学,普通本科,公办,综合类,河北省,河北,保定市,1921,"校本部：河北省保定市五四东路180号,新校区：河北省保定市七一东路2666号",http://www.hbu.edu.cn/,"河北大,HBU",,2430,2,2
河北科技大学,普通本科,公办,理工类,河北省,河北,石家庄市,1956,河北省石家庄市裕翔街26号,https://www.hebust.edu.cn/,河北科大,,2760,2,2
河北经贸大学,普通本科,公办,财经类,河北省,河北,石家庄市,1995,河北省石家庄市学府路47号,https://www.heuet.edu.cn/,"河北经贸大,河北经贸",,3000,2,2
西安电子科技大学,普通本科,公办,理工类,教育部,陕西,西安市,1931,"北校区：陕西省西安市太白南路2号,南校区：陕西省西安市西沣路兴隆段266号",https://www.xidian.edu.cn/,"西安电子,西军电,XDU,西电,西安电子科技",,3945,2,1
湖南师范大学,普通本科,公办,师范类,湖南省,湖南,长沙市,1938,湖南省长沙市麓山路36号,http://www.hunnu.edu.cn/,"湖南师范师范大学,湖南师大",,3000,2,1
南开大学,普通本科,公办,综合类,教育部,天津,天津市,1919,"八里台校区：天津市南开区卫津路94号,津南校区：天津市海河教育园区同砚路38号,泰达校区：天津市经济开发区宏达街23号",https://www.nankai.edu.cn/,南开,,6647,1,1
天津大学,普通本科,公办,综合类,教育部,天津,天津市,1895,"卫津路校区：天津市南开区卫津路92号,北洋园校区：天津市津南区雅观路135号",http://www.tju.edu.cn/,"天大,TJU",北洋大学,6161,1,1
中国海洋大学,普通本科,公办,综合类,教育部,山东,青岛市,1924,山东省青岛市崂山区松岭路238号,http://www.ouc.edu.cn/,"OUC,中国海大",,2400,1,1
郑州大学,普通本科,公办,综合类,河南省,河南,郑州市,1956,河南省郑州市科学大道100号,http://www.zzu.edu.cn/,"河南医科大学,郑大,zzu",,6100,2,1
合肥工业大学,普通本科,公办,理工类,教育部,安徽,合肥市,1945,安徽省合肥市屯溪路193号,http://www.hfut.edu.cn/,"hfut,合工大",,5000,2,1
滨州医学院,普通本科,公办,医药类,山东省,山东,烟台市,1946,"烟台校区：山东省烟台市莱山区观海路346号（264003）,滨州校区：山东省滨州市黄河三路522号（256603）",http://www.bzmc.edu.cn/,滨医,,1718,2,2
德州学院,普通本科,公办,综合类,山东省,山东,德州市,1971,山东省德州市大学西路566号,http://www.dzu.edu.cn/,德院,,2021,2,2
中国科学技术大学,普通本科,公办,综合类,中国科学院,安徽,合肥市,1958,安徽省合肥市金寨路96号,https://www.ustc.edu.cn/,"ustc,中国科大,中科大",,2175,1,1
安徽大学,普通本科,公办,综合类,安徽省,安徽,合肥市,1928,"磬苑校区：安徽省合肥市经济技术开发区九龙路111号,龙河校区：安徽省合肥市蜀山区肥西路3号",http://www.ahu.edu.cn/,安大,,3200,2,1
安徽理工大学,普通本科,公办,理工类,安徽省,安徽,淮南市,1945,安徽省淮南市泰丰大街168号,http://www.aust.edu.cn/,安徽理工,,3540,2,2
安徽工业大学,普通本科,公办,理工类,安徽省,安徽,马鞍山市,1958,"佳山校区：安徽省马鞍山市花山区湖东路59号,秀山校区：安徽省马鞍山市马向路新城东区",http://www.ahut.edu.cn/,安工大,华东冶金学院,2549,2,2
安徽农业大学,普通本科,公办,农林类,安徽省,安徽,合肥市,1928,安徽省合肥市长江西路130号,http://www.ahau.edu.cn,"安徽农大,安农大,安农",,3150,2,2
济南大学,普通本科,公办,综合类,山东省,山东,济南市,1948,"主校区：山东省济南市市中区南辛庄西路336号,舜耕校区：山东省济南市市中区舜耕路13号",https://www.ujn.edu.cn/,ujn,山东建筑材料工业学院,3645,2,2
安徽医科大学,普通本科,公办,医药类,安徽省,安徽,合肥市,1926,"梅山路校区：安徽省合肥市梅山路81号,翡翠路校区：安徽省合肥市经济开发区翡翠路15号",http://www.ahmu.edu.cn/,"安徽医大,安医大,东南医学院,安徽医学院","东南医学院,安徽医学院",2086,2,2
同济大学,普通本科,公办,综合类,教育部,上海,上海市,1907,上海市四平路1239号,http://www.tongji.edu.cn,同济,,3825,1,1
新疆大学,普通本科,公办,综合类,新疆维吾尔自治区,新疆,乌鲁木齐市,1924,"校本部：新疆维吾尔自治区乌鲁木齐市胜利路666号,北校区：新疆维吾尔自治区乌鲁木齐市西北路134号",http://www.xju.edu.cn,"新大,XJU",,3709,2,1
上海交通大学医学院,普通本科,公办,医药类,教育部,上海,上海市,1896,上海市重庆南路227号,https://www.shsmu.edu.cn/,,,0,1,1
上海大学,普通本科,公办,综合类,上海市,上海,上海市,1922,"宝山校区：上海市宝山区上大路99号,延长校区：上海市静安区延长路149号",https://www.shu.edu.cn/,"上大,SHU",,3000,2,1
南京航空航天大学,普通本科,公办,理工类,工业和信息化部,江苏,南京市,1952,"明故宫校区：江苏省南京市秦淮区御道街29号,将军路校区：江苏省南京市江宁区将军大道29号",http://www.nuaa.edu.cn/,NUAA,,3046,2,1
天津医科大学,普通本科,公办,医药类,天津市,天津,天津市,1951,天津市和平区气象台路22号,http://www.tmu.edu.cn/,"天津医大,TMU",,600,2,1
天津师范大学,普通本科,公办,师范类,天津市,天津,天津市,1958,天津市西青区宾水西道393号,http://www.tjnu.edu.cn/,"天津师大,天津师范",,3500,2,2
天津工业大学,普通本科,公办,综合类,天津市,天津,天津市,1912,天津市西青区宾水西道399号,https://www.tiangong.edu.cn/,天津工大,,2925,2,2
天津理工大学,普通本科,公办,理工类,天津市,天津,天津市,1981,天津市西青区宾水西道391号,http://www.tjut.edu.cn/,天津理工,天津理工学院,2391,2,2
天津科技大学,普通本科,公办,理工类,天津市,天津,天津市,1958,"河西校区：天津市河西区大沽南路1038号,滨海校区：天津市滨海新区经济技术开发区第十三大街9号",http://www.tust.edu.cn,"天津科大,tust",,2300,2,2
天津财经大学,普通本科,公办,财经类,天津市,天津,天津市,1958,天津市河西区珠江道25号,http://www.tjufe.edu.cn,"天财,天津财经",,1400,2,2
天津商业大学,普通本科,公办,财经类,天津市,天津,天津市,1980,天津市北辰区光荣道409号,https://www.tjcu.edu.cn/,"天津商大,天津商学院",,1340,2,2
江南大学,普通本科,公办,综合类,教育部,江苏,无锡市,1902,江苏省无锡市蠡湖大道1800号,https://www.jiangnan.edu.cn/,,,3250,2,1
天津外国语大学,普通本科,公办,语言类,天津市,天津,天津市,1964,"马场道校区：天津市河西区马场道117号,滨海校区：天津市滨海新区大港学府路60号",http://www.tjfsu.edu.cn/,天津外国语,天津外国语专科学校,696,2,2
中国民航大学,普通本科,公办,理工类,交通运输部（中国民用航空局）,天津,天津市,1951,天津市东丽区津北公路2898号,http://www.cauc.edu.cn,"中航大,CAUC",中国民用航空学院,2541,2,2
天津中医药大学,普通本科,公办,医药类,天津市,天津,天津市,1958,天津市静海区团泊新城西区鄱阳湖路10号,http://www.tjutcm.edu.cn/,天津中医大,,2600,2,2
天津职业技术师范大学,普通本科,公办,师范类,天津市,天津,天津市,1979,天津市河西区大沽南路1310号,http://www.tute.edu.cn,天津工程师范学院,"天津职业技术师范学院,天津工程师范学院",840,2,2
天津城建大学,普通本科,公办,综合类,天津市,天津,天津市,1978,天津市西青区津静路26号,http://www.tcu.edu.cn,,天津城市建设学院,893,2,2
天津体育学院,普通本科,公办,体育类,天津市,天津,天津市,1958,"团泊校区：天津市静海区团泊新城西区东海道16号,河西校区：天津市河西区卫津南路51号",http://www.tjus.edu.cn,天津体院,,1116,2,2
天津农学院,普通本科,公办,农林类,天津市,天津,天津市,1976,"东校区：天津市西青区津静路22号,西校区：天津市西青区津同路19号,蓟州校区：天津市蓟州区五百户镇青池1村",http://www.tjau.edu.cn/,,,1292,2,2
天津音乐学院,普通本科,公办,艺术类,天津市,天津,天津市,1958,天津市河东区十四经路9号,http://www.tjcm.edu.cn/,,,140,2,2
天津美术学院,普通本科,公办,艺术类,天津市,天津,天津市,1906,天津市河北区天纬路4号,http://www.tjarts.edu.cn,天津美院,,226,2,2
广西大学,普通本科,公办,综合类,广西壮族自治区,广西,南宁市,1928,广西壮族自治区南宁市大学东路100号,http://www.gxu.edu.cn/,GXU,,21300,2,1
兰州大学,普通本科,公办,综合类,教育部,甘肃,兰州市,1909,甘肃省兰州市天水南路222号,http://www.lzu.edu.cn/,兰大,"兰州中山大学,甘肃法政学堂",3544,1,1
华南师范大学,普通本科,公办,师范类,广东省,广东,广州市,1933,"石牌校区：广东省广州市天河区中山大道西55号,大学城校区：广东省广州市番禺区广州大学城外环西路378号",https://www.scnu.edu.cn/,"华南师大,SCNU",,3025,2,1
四川大学,普通本科,公办,综合类,教育部,四川,成都市,1896,"望江校区：四川省成都市一环路南一段24号,华西校区：四川省成都市人民南路三段17号,江安校区：四川省成都市双流区川大路",http://www.scu.edu.cn/,"scu,川大",,7050,1,1
四川农业大学,普通本科,公办,农林类,四川省,四川,雅安市,1906,"雅安校区：四川省雅安市雨城区新康路46号,成都校区：四川省成都市温江区惠民路211号,都江堰校区：四川省成都市都江堰市建设路288号",http://www.sicau.edu.cn,"川农,川农大",四川农学院,4500,2,1
西南财经大学,普通本科,公办,财经类,教育部,四川,成都市,1925,"光华校区：四川省成都市光华村街55号,柳林校区：四川省成都市温江区柳台大道555号",https://www.swufe.edu.cn/,"西财,西南财大,SWUFE,西南财经",,2300,2,1
厦门大学,普通本科,公办,综合类,教育部,福建,厦门市,1921,福建省厦门市思明区思明南路422号,https://www.xmu.edu.cn/,"xmu,厦大",,9700,1,1
福州大学,普通本科,公办,理工类,福建省,福建,福州市,1958,福建省福州市福州大学城乌龙江北大道2号,https://www.fzu.edu.cn/,"fzu,福大",,7000,2,1
中山大学,普通本科,公办,综合类,教育部,广东,广州市,1924,"广州校区南校园：广东省广州市海珠区新港西路135号,广州校区北校园：广东省广州市越秀区中山二路74号,广州校区东校园：广东省广州市番禺区大学城外环东路132号,珠海校区 ：广东省珠海市香洲区唐家湾,深圳校区：广东省深圳市光明区公常路66号",https://www.sysu.edu.cn/,中大,,13725,1,1
华南理工大学,普通本科,公办,综合类,教育部,广东,广州市,1952,"五山校区：广东省广州市天河区五山路381号,大学城校区：广东省广州市番禺区广州大学城外环东路382号,广州国际校区：广东省广州市番禺区兴业大道东777号",http://www.scut.edu.cn/,"scut,华南理工,华工,华工大",华南工学院,5865,1,1
暨南大学,普通本科,公办,综合类,中央统战部,广东,广州市,1906,"石牌校区：广东省广州市天河区黄埔大道西601号,番禺校区：广东省广州市番禺区兴业大道东855号",http://www.jnu.edu.cn/,暨大,,3215,2,1
西北工业大学,普通本科,公办,理工类,工业和信息化部,陕西,西安市,1938,"友谊校区：陕西省西安市友谊西路127号,长安校区：陕西省西安市长安区东祥路1号",https://www.nwpu.edu.cn/,"西北工大,西工大,NWPU,西北工业",,4650,1,1
南昌大学,普通本科,公办,综合类,江西省,江西,南昌市,1921,江西省南昌市红谷滩新区学府大道999号,http://www.ncu.edu.cn/,NCU,国立中正大学,4321,2,1
东南大学,普通本科,公办,综合类,教育部,江苏,南京市,1902,江苏省南京市江宁区东南大学路2号,http://www.seu.edu.cn/,"seu,东大",,5888,1,1
中国矿业大学,普通本科,公办,综合类,教育部,江苏,徐州市,1909,江苏省徐州市大学路1号,http://www.cumt.edu.cn/,"矿大,CUMT,中国矿大,矿业大学,中国矿业大学徐州",,4200,2,1
南京大学,普通本科,公办,综合类,教育部,江苏,南京市,1902,"仙林校区：江苏省南京市仙林大道163号,鼓楼校区：江苏省南京市汉口路22号",https://www.nju.edu.cn/,"nju,南大",,5532,1,1
南京理工大学,普通本科,公办,理工类,工业和信息化部,江苏,南京市,1953,江苏省南京市孝陵卫200号,http://www.njust.edu.cn/,"南理工,NJUST",,3200,2,1
南京农业大学,普通本科,公办,农林类,教育部,江苏,南京市,1902,江苏省南京市玄武区卫岗1号,http://www.njau.edu.cn/,"南京农大,南农,南农大,南京农业",南京农学院,13500,2,1
浙江大学,普通本科,公办,综合类,教育部,浙江,杭州市,1897,浙江省杭州市西湖区余杭塘路866号,https://www.zju.edu.cn/,"zju,浙大",,10335,1,1
南京师范大学,普通本科,公办,师范类,江苏省,江苏,南京市,1902,江苏省南京市栖霞区文苑路1号,http://www.njnu.edu.cn/,"南京师大,NJNU,NNU,南师,南师大,南京师范",,3269,2,1
河海大学,普通本科,公办,综合类,教育部,江苏,南京市,1915,"江苏省南京市鼓楼区西康路1号,江苏省南京市江宁区佛城西路8号,常州校区：江苏省常州市晋陵北路200号",http://www.hhu.edu.cn/,"hhu,河海,河海大学常州校区",,2462,2,1
中国药科大学,普通本科,公办,医药类,教育部,江苏,南京市,1936,"玄武门校区：江苏省南京市鼓楼区中央路童家巷24号,江宁校区：江苏省南京市江宁区龙眠大道639号",http://www.cpu.edu.cn/,"药大,中国药大",,2100,2,1
苏州大学,普通本科,公办,综合类,江苏省,江苏,苏州市,1900,"天赐庄校区：江苏省苏州市十梓街1号,独墅湖校区：江苏省苏州市工业园区仁爱路199号",http://www.suda.edu.cn/,苏大,,4586,2,1
重庆大学,普通本科,公办,综合类,教育部,重庆,重庆市,1929,重庆市沙坪坝区沙正街174号,http://www.cqu.edu.cn/,"cqu,重大",,5300,1,1
中国石油大学（华东）,普通本科,公办,理工类,教育部,山东,青岛市,1953,山东省青岛市黄岛区长江西路66号,http://www.upc.edu.cn/,"中国石油大学,中国石油大学华东,石油大学华东,华东石油大学,华东中国石油大学,UPC,石油大学",,5024,2,1
中国地质大学（武汉）,普通本科,公办,理工类,教育部,湖北,武汉市,1952,湖北省武汉市洪山区鲁磨路388号,http://www.cug.edu.cn/,"地大,CUG,中国地质大学武汉,地质大学（武汉）,地质大学武汉,武汉地质大学,武汉中国地质大学,地质大学","中国地质大学,中国地质大学（武汉）",2212,2,1
吉林大学,普通本科,公办,综合类,教育部,吉林,长春市,1946,"前卫南区：吉林省长春市前进大街2699号,前卫北区：吉林省长春市解放大路123号",https://www.jlu.edu.cn/,"jlu,吉大","东北行政学院,东北人民大学",10935,1,1
中南大学,普通本科,公办,综合类,教育部,湖南,长沙市,2000,湖南省长沙市麓山南路932号,http://www.csu.edu.cn/,csu,,4755,1,1
哈尔滨工程大学,普通本科,公办,理工类,工业和信息化部,黑龙江,哈尔滨市,1953,黑龙江省哈尔滨市南岗区南通大街145号,http://www.hrbeu.edu.cn/,"哈工程,HEU,哈尔滨工程学院,哈尔滨工程",中国人民解放军军事工程学院,2105,2,1
上海交通大学,普通本科,公办,综合类,教育部,上海,上海市,1896,上海市闵行区东川路800号,https://www.sjtu.edu.cn/,"SJTU,上海交大,交大,上交",,4500,1,1
山东大学,普通本科,公办,综合类,教育部,山东,济南市,1901,山东省济南市历城区山大南路27号,https://www.sdu.edu.cn/,"山大,SDU",,8000,1,1
华中科技大学,普通本科,公办,综合类,教育部,湖北,武汉市,2000,湖北省武汉市洪山区珞喻路1037号;湖北省武汉市汉口航空路13号,http://www.hust.edu.cn/,"华中科大,华科大,华中理工大学,华中大,华科",,7000,1,1
武汉理工大学,普通本科,公办,理工类,教育部,湖北,武汉市,1898,湖北省武汉市洪山区珞狮路122号;湖北省武汉市武昌区和平大道1040号,http://www.whut.edu.cn/,"武理工,武汉理工,WUT",,4000,2,1
延边大学,普通本科,公办,综合类,吉林省,吉林,延边朝鲜族自治州,1949,"延吉校区：吉林省延边朝鲜族自治州延吉市公园街道园校社区公园路977号,珲春校区：吉林省延边朝鲜族自治州珲春市靖和街道龙泉社区站前大街5588号,师范分院校区：吉林省延边朝鲜族自治州延吉市新兴街道民和社区参花街2855号,科学技术学院校区：吉林省延边朝鲜族自治州延吉市北山街道丹春社区朝阳街3458号",https://www.ybu.edu.cn/,"延大,YBU",,2940,2,1
上海财经大学,普通本科,公办,财经类,教育部,上海,上海市,1917,上海市杨浦区国定路777号,http://www.shufe.edu.cn/,"上财,财大,SUFE,上海财大,上海财经",,813,2,1
华东师范大学,普通本科,公办,综合类,教育部,上海,上海市,1951,"普陀校区：上海市普陀区中山北路3663号,闵行校区：上海市闵行区东川路500号",https://www.ecnu.edu.cn/,"ecnu,华东师大,华东师范,华师大",,3105,1,1
复旦大学,普通本科,公办,综合类,教育部,上海,上海市,1905,上海市杨浦区邯郸路220号,https://www.fudan.edu.cn,"复旦,FUDAN",,3659,1,1
华东理工大学,普通本科,公办,理工类,教育部,上海,上海市,1952,上海市徐汇区梅陇路130号,http://www.ecust.edu.cn/,"华东理工,华理,ECUST",,2532,2,1
东北大学,普通本科,公办,理工类,教育部,辽宁,沈阳市,1923,辽宁省沈阳市和平区文化路三巷11号,http://www.neu.edu.cn/,neu,,3969,1,1
东华大学,普通本科,公办,综合类,教育部,上海,上海市,1951,"松江校区：上海市松江区人民北路2999号,延安路校区：上海市长宁区延安西路1882号",http://www.dhu.edu.cn/,DHU,中国纺织大学,2000,2,1
上海外国语大学,普通本科,公办,语言类,教育部,上海,上海市,1949,"虹口校区：上海市虹口区大连西路550号,松江校区：上海市文翔路1550号",http://www.shisu.edu.cn/,"上海外国语学院,上外,sisu",,1121,2,1
东北农业大学,普通本科,公办,农林类,黑龙江省,黑龙江,哈尔滨市,1948,黑龙江省哈尔滨市香坊区长江路600号,http://www.neau.edu.cn,东北农大,东北农学院,7446,2,1
大连理工大学,普通本科,公办,理工类,教育部,辽宁,大连市,1949,辽宁省大连市甘井子区凌工路2号,http://www.dlut.edu.cn/,"dlut,大工,大连理工",大连理工大学盘锦校区,5357,1,1
太原理工大学,普通本科,公办,理工类,山西省,山西,太原市,1902,山西省太原市迎泽西大街79号,http://www2017.tyut.edu.cn,"太原理工,TUT,TYUT,山西理工大学",,3195,2,1
清华大学,普通本科,公办,综合类,教育部,北京,北京市,1911,北京市海淀区清华大学,https://www.tsinghua.edu.cn,"北京清华,清华",,6632,1,1
东北师范大学,普通本科,公办,综合类,教育部,吉林,长春市,1946,"校本部：吉林省长春市人民大街5268号,净月校区：吉林省长春市净月大街2555号",http://www.nenu.edu.cn/,"东北师大,NENU",,2512,2,1
北京理工大学,普通本科,公办,理工类,工业和信息化部,北京,北京市,1940,北京市海淀区中关村南大街5号,http://www.bit.edu.cn/,"北理工,北理",北京工业学院,2820,1,1
北京科技大学,普通本科,公办,理工类,教育部,北京,北京市,1952,北京市海淀区学院路30号,https://www.ustb.edu.cn/,"ustb,北科大,北京科大,北科",,1206,2,1
南京工程学院,普通本科,公办,理工类,江苏省,江苏,南京市,1915,江苏省南京市江宁科学园弘景大道1号,http://www.njit.edu.cn/,"南京工程大学,南工程",,3000,2,2
南京晓庄学院,普通本科,公办,师范类,江苏省,江苏,南京市,1927,"方山校区：江苏省南京市江宁区弘景大道3601号,莫愁校区：江苏省南京市建邺区北圩路41号",http://www.njxzc.edu.cn/,晓庄学院,,1500,2,2
常州工学院,普通本科,公办,理工类,江苏省,江苏,常州市,1978,"辽河路校区：江苏省常州市辽河路666号,巫山路校区：江苏省常州市新北区巫山路1号",http://www.czu.cn/,常工院,,1300,2,2
南京艺术学院,普通本科,公办,艺术类,江苏省,江苏,南京市,1912,江苏省南京市北京西路74号,https://www.nua.edu.cn/,南艺,,700,2,2
江苏理工学院,普通本科,公办,理工类,江苏省,江苏,常州市,1984,江苏省常州市中吴大道1801号,http://www.jstu.edu.cn/,"江理工,江苏理工大学",,900,2,2
南京审计大学,普通本科,公办,财经类,江苏省,江苏,南京市,1983,江苏省南京市浦口区江浦街道雨山西路86号,http://www.nau.edu.cn/,"南审,NAU,南京审计",南京审计学院,1800,2,2
淮阴工学院,普通本科,公办,理工类,江苏省,江苏,淮安市,1958,"枚乘路校区：江苏省淮安市枚乘东路1号,北京路校区：江苏省淮安市清江浦区北京北路89号,萧湖校区：江苏省淮安市淮安区城河街1号",http://www.hyit.edu.cn/,HYIT,,2560,2,2
盐城师范学院,普通本科,公办,师范类,江苏省,江苏,盐城市,1958,"通榆校区：江苏省盐城市开放大道50号,新长校区：江苏省盐城市希望大道南路2号",https://www.yctu.edu.cn/,盐城师范,,1500,2,2
盐城工学院,普通本科,公办,理工类,江苏省,江苏,盐城市,1958,江苏省盐城市希望大道中路1号;江苏省盐城市建军东路211号,https://www.ycit.cn/,盐工,,2276,2,2
常州大学,普通本科,公办,理工类,江苏省,江苏,常州市,1978,"科教城校区：江苏省常州市武进区滆湖中路21号,白云校区：江苏省常州市武进区延政西大道2468号",http://www.cczu.edu.cn,常大,江苏工业学院,2000,2,2
华东交通大学,普通本科,公办,理工类,江西省,江西,南昌市,1971,江西省南昌市经济技术开发区双港东大街808号,https://www.ecjtu.edu.cn/,华东交大,,2816,2,2
徐州医科大学,普通本科,公办,医药类,江苏省,江苏,徐州市,1958,江苏省徐州市铜山路209号,http://www.xzhmu.edu.cn/,徐医大,徐州医学院,1200,2,2
杭州电子科技大学,普通本科,公办,理工类,浙江省,浙江,杭州市,1956,浙江省杭州市杭州经济开发区白杨街道2号大街1158号,http://www.hdu.edu.cn/,"杭电,杭州科技大学",,2500,2,2
南京邮电大学,普通本科,公办,理工类,江苏省,江苏,南京市,1942,"仙林校区：江苏省南京市亚东新城区文苑路9号,三牌楼校区：江苏省南京市新模范马路66号",http://www.njupt.edu.cn,"南邮,南京邮电学院",,3000,2,2
江苏科技大学,普通本科,公办,理工类,江苏省,江苏,镇江市,1933,江苏省镇江市丹徒区长晖路666号,http://www.just.edu.cn/,江科大,,3979,2,2
南京中医药大学,普通本科,公办,医药类,江苏省,江苏,南京市,1954,"汉中门校区：江苏省南京市汉中路282号,仙林校区：江苏省南京市仙林大道138号",http://www.njucm.edu.cn/,南中医,,1500,2,2
苏州科技大学,普通本科,公办,综合类,江苏省,江苏,苏州市,1932,江苏省苏州市虎丘区学府路99号,http://www.usts.edu.cn/,苏科大,苏州科技学院,2300,2,2
南京财经大学,普通本科,公办,财经类,江苏省,江苏,南京市,1956,"仙林校区：江苏省南京市仙林大学城文苑路3号,福建路校区：江苏省南京市鼓楼区铁路北街128号",http://www.nufe.edu.cn/,"南财,南京财经",南京经济学院,1811,2,2
江西理工大学,普通本科,公办,理工类,江西省,江西,赣州市,1958,"三江校区：江西省赣州市客家大道1958号,红旗校区：江西省赣州市红旗大道86号,黄金校区：江西省赣州市客家大道156号",https://www.jxust.edu.cn/,江西理工,,2600,2,2
南京信息工程大学,普通本科,公办,理工类,江苏省,江苏,南京市,1960,江苏省南京市宁六路219号,https://www.nuist.edu.cn/,"南信大,南京信息,南京信息工程学院",,2000,2,2
江苏师范大学,普通本科,公办,师范类,江苏省,江苏,徐州市,1952,江苏省徐州市铜山新区上海路101号;江苏省徐州市云龙区和平路57号,http://www.jsnu.edu.cn/,江苏师大,徐州师范大学,2106,2,2
南京医科大学,普通本科,公办,医药类,江苏省,江苏,南京市,1934,江苏省南京市江宁区龙眠大道101号,http://www.njmu.edu.cn/,"南医,njmu",,1300,2,2
南京林业大学,普通本科,公办,农林类,江苏省,江苏,南京市,1902,江苏省南京市龙蟠路159号,http://www.njfu.edu.cn/,南林,,11158,2,2
江苏大学,普通本科,公办,综合类,江苏省,江苏,镇江市,1902,江苏省镇江市学府路301号,http://www.ujs.edu.cn/,ujs,,3000,2,2
