序号,学校名称
1,清华大学
2,北京大学
3,浙江大学
4,上海交通大学
5,复旦大学
6,南京大学
7,中国科学技术大学
8,华中科技大学
9,武汉大学
10,西安交通大学
11,四川大学
12,中山大学
13,哈尔滨工业大学
14,同济大学
15,北京航空航天大学
16,东南大学
17,北京师范大学
18,北京理工大学
19,中国人民大学
20,南开大学
21,天津大学
22,山东大学
23,中南大学
24,西北工业大学
25,华南理工大学
26,厦门大学
27,吉林大学
28,华东师范大学
29,中国农业大学
30,电子科技大学
31,大连理工大学
32,湖南大学
33,重庆大学
34,兰州大学
35,东北大学
36,中国海洋大学
37,西北农林科技大学
38,中央民族大学
39,国防科技大学
