序号,学校名称
1,中国科学技术大学
2,哈尔滨工业大学
3,北京航空航天大学
4,北京理工大学
5,北京协和医学院
6,西北工业大学
7,南京理工大学
8,南京航空航天大学
9,暨南大学
10,哈尔滨工程大学
11,中央民族大学
12,大连海事大学
13,外交学院
14,华侨大学
15,中南民族大学
16,北京电子科技学院
17,北京体育大学
18,中国民航大学
19,中国人民公安大学
20,西南民族大学
21,上海海关学院
22,中国刑事警察学院
23,西北民族大学
24,中国劳动关系学院
25,大连民族大学
26,中国民用航空飞行学院
27,防灾科技学院
28,华北科技学院
29,中国人民警察大学
30,北方民族大学
31,南京森林警察学院
32,中央司法警官学院
33,铁道警察学院
34,哈尔滨工业大学（威海）
35,广州民航职业技术学院
36,武警海警学院
